id,artist_name,year_of_birth,year_of_death,genre,nationality,filename,name_of_pic,year_of_pic,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,Sketch,color1-H,color1-S,color1-V,color2-H,color2-S,color2-V,color3-H,color3-S,color3-V,color4-H,color4-S,color4-V,color5-H,color5-S,color5-V,color6-H,color6-S,color6-V,color7-H,color7-S,color7-V,color8-H,color8-S,color8-V,color9-H,color9-S,color9-V,color10-H,color10-S,color10-V,color_theory_tag,color_intensity,amount_of_main_color,similar_pics
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_211.jpg,Woman by the Wash Tub in the Garden,1885,"#a38c68:0.14:(163, 140, 104)","#8d7858:0.13:(141, 120,  88)","#b9a17a:0.13:(185, 161, 122)","#776448:0.12:(119, 100,  72)","#cfb78d:0.11:(207, 183, 141)","#615137:0.1:( 97,  81,  55)","#493e27:0.083:( 73,  62,  39)","#e5cfa3:0.072:(229, 207, 163)","#312a19:0.066:( 49,  42,  25)","#1a170d:0.039:( 26,  23,  13)",Y,36.61,0.36,0.64,36.23,0.38,0.55,37.14,0.34,0.73,35.74,0.39,0.47,38.18,0.32,0.81,37.14,0.43,0.38,40.59,0.47,0.29,40.00,0.29,0.90,42.50,0.49,0.19,46.15,0.50,0.10,NULL,0.38073,5,"Andrei_Rublev_46.jpg,Salvador_Dali_18.jpg,Marc_Chagall_127.jpg,Edouard_Manet_27.jpg,Vincent_van_Gogh_456.jpg,Edgar_Degas_620.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_212.jpg,Pine Trees against an Evening Sky,1889,"#41371e:0.14:( 65,  55,  30)","#575128:0.14:( 87,  81,  40)","#785e26:0.13:(120,  94,  38)","#644220:0.12:(100,  66,  32)","#271f15:0.1:( 39,  31,  21)","#8c7d30:0.1:(140, 125,  48)","#77753f:0.077:(119, 117,  63)","#ae8032:0.073:(174, 128,  50)","#945b25:0.066:(148,  91,  37)","#c0ad4f:0.06:(192, 173,  79)",N,42.86,0.54,0.25,52.34,0.54,0.34,40.98,0.68,0.47,30.00,0.68,0.39,33.33,0.46,0.15,50.22,0.66,0.55,57.86,0.47,0.47,37.74,0.71,0.68,29.19,0.75,0.58,49.91,0.59,0.75,"warm,analogous",0.60612,4,"Peter_Paul_Rubens_24.jpg,Edgar_Degas_646.jpg,Hieronymus_Bosch_12.jpg,Edgar_Degas_48.jpg,Raphael_16.jpg,Sandro_Botticelli_63.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_214.jpg,Bulb Fields,1883,"#c3bc83:0.2:(195, 188, 131)","#b8b991:0.17:(184, 185, 145)","#9fa170:0.13:(159, 161, 112)","#1f1712:0.11:( 31,  23,  18)","#454129:0.087:( 69,  65,  41)","#75693c:0.075:(117, 105,  60)","#724c2f:0.064:(114,  76,  47)","#a56843:0.063:(165, 104,  67)","#b09250:0.058:(176, 146,  80)","#667862:0.042:(102, 120,  98)",N,53.44,0.33,0.76,61.50,0.22,0.73,62.45,0.30,0.63,23.08,0.42,0.12,51.43,0.41,0.27,47.37,0.49,0.46,25.97,0.59,0.45,22.65,0.59,0.65,41.25,0.55,0.69,109.09,0.18,0.47,"warm,analogous",0.37540999999999997,4,"William_Turner_23.jpg,Andrei_Rublev_22.jpg,Alfred_Sisley_118.jpg,Eugene_Delacroix_3.jpg,Claude_Monet_53.jpg,Vincent_van_Gogh_235.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_217.jpg,Olive Trees against a Slope of a Hill,1889,"#302210:0.15:( 48,  34,  16)","#8b7c29:0.13:(139, 124,  41)","#61411f:0.13:( 97,  65,  31)","#90572b:0.13:(144,  87,  43)","#606129:0.12:( 96,  97,  41)","#434120:0.1:( 67,  65,  32)","#789249:0.07:(120, 146,  73)","#947b4c:0.062:(148, 123,  76)","#c99f2b:0.051:(201, 159,  43)","#cac05b:0.043:(202, 192,  91)",N,33.75,0.67,0.19,50.82,0.71,0.55,30.91,0.68,0.38,26.14,0.70,0.56,61.07,0.58,0.38,56.57,0.52,0.26,81.37,0.50,0.57,39.17,0.49,0.58,44.05,0.79,0.79,54.59,0.55,0.79,"warm,analogous",0.6231199999999999,5,"Piet_Mondrian_25.jpg,Pablo_Picasso_68.jpg,Hieronymus_Bosch_42.jpg,Rembrandt_206.jpg,Vincent_van_Gogh_616.jpg,Rembrandt_128.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_218.jpg,The State Lottery Office,1882,"#140d09:0.2:( 20,  13,   9)","#2e2217:0.16:( 46,  34,  23)","#4e3923:0.13:( 78,  57,  35)","#bda28c:0.099:(189, 162, 140)","#7c6754:0.084:(124, 103,  84)","#a77e5e:0.081:(167, 126,  94)","#4b4046:0.075:( 75,  64,  70)","#774b27:0.062:(119,  75,  39)","#a39da8:0.057:(163, 157, 168)","#6e6680:0.053:(110, 102, 128)",N,21.82,0.55,0.08,28.70,0.50,0.18,30.70,0.55,0.31,26.94,0.26,0.74,28.50,0.32,0.49,26.30,0.44,0.65,327.27,0.15,0.29,27.00,0.67,0.47,272.73,0.07,0.66,258.46,0.20,0.50,NULL,0.41714,3,"Eugene_Delacroix_27.jpg,William_Turner_27.jpg,Edgar_Degas_673.jpg,Titian_200.jpg,Amedeo_Modigliani_112.jpg,Frida_Kahlo_93.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_22.jpg,Basket of pansies,1887,"#6c8f81:0.17:(108, 143, 129)","#54695c:0.14:( 84, 105,  92)","#323c35:0.13:( 50,  60,  53)","#85a489:0.12:(133, 164, 137)","#161818:0.11:( 22,  24,  24)","#3e5032:0.089:( 62,  80,  50)","#686f3b:0.08:(104, 111,  59)","#958d3f:0.074:(149, 141,  63)","#d3be4c:0.047:(211, 190,  76)","#603c29:0.026:( 96,  60,  41)",N,156.00,0.24,0.56,142.86,0.20,0.41,138.00,0.17,0.24,127.74,0.19,0.64,180.00,0.08,0.09,96.00,0.38,0.31,68.08,0.47,0.44,54.42,0.58,0.58,50.67,0.64,0.83,20.73,0.57,0.38,NULL,0.28174,5,"Pierre-Auguste_Renoir_60.jpg,Gustav_Klimt_103.jpg,Sandro_Botticelli_73.jpg,Gustav_Klimt_50.jpg,Pierre-Auguste_Renoir_124.jpg,Gustav_Klimt_90.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_220.jpg,Patch of grass,1887,"#cfbc7d:0.15:(207, 188, 125)","#9a8d63:0.13:(154, 141,  99)","#d2bb51:0.12:(210, 187,  81)","#c3b69d:0.11:(195, 182, 157)","#7c7970:0.1:(124, 121, 112)","#706433:0.098:(112, 100,  51)","#958731:0.094:(149, 135,  49)","#44452c:0.093:( 68,  69,  44)","#1a1916:0.05:( 26,  25,  22)","#3e571a:0.049:( 62,  87,  26)",N,46.10,0.40,0.81,45.82,0.36,0.60,49.30,0.61,0.82,39.47,0.19,0.76,45.00,0.10,0.49,48.20,0.54,0.44,51.60,0.67,0.58,62.40,0.36,0.27,45.00,0.15,0.10,84.59,0.70,0.34,"warm,analogous",0.40208,4,"Vincent_van_Gogh_235.jpg,Paul_Klee_166.jpg,Edgar_Degas_133.jpg,Andrei_Rublev_3.jpg,Edgar_Degas_599.jpg,William_Turner_23.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_226.jpg,The Vicarage at Nuenen,1885,"#824e3d:0.14:(130,  78,  61)","#664b45:0.14:(102,  75,  69)","#3d2d30:0.13:( 61,  45,  48)","#4d484e:0.12:( 77,  72,  78)","#5c312e:0.1:( 92,  49,  46)","#b3c8c1:0.094:(179, 200, 193)","#9f765c:0.084:(159, 118,  92)","#836868:0.076:(131, 104, 104)","#221f30:0.071:( 34,  31,  48)","#8a9088:0.045:(138, 144, 136)",N,14.78,0.53,0.51,10.91,0.32,0.40,348.75,0.26,0.24,290.00,0.08,0.31,3.91,0.50,0.36,160.00,0.11,0.78,23.28,0.42,0.62,0.00,0.21,0.51,250.59,0.35,0.19,105.00,0.06,0.56,"warm,analogous",0.30152999999999996,4,"Pablo_Picasso_302.jpg,Paul_Gauguin_146.jpg,Rene_Magritte_50.jpg,Giotto_di_Bondone_32.jpg,Salvador_Dali_35.jpg,Pierre-Auguste_Renoir_203.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_227.jpg,Flowering Garden,1888,"#8b7852:0.15:(139, 120,  82)","#495d56:0.14:( 73,  93,  86)","#a5b9cd:0.11:(165, 185, 205)","#2c374b:0.11:( 44,  55,  75)","#a66255:0.11:(166,  98,  85)","#4e794b:0.11:( 78, 121,  75)","#c2a445:0.1:(194, 164,  69)","#d7cfab:0.067:(215, 207, 171)","#ce3742:0.063:(206,  55,  66)","#4259a5:0.043:( 66,  89, 165)",N,40.00,0.41,0.55,159.00,0.22,0.36,210.00,0.20,0.80,218.71,0.41,0.29,9.63,0.49,0.65,116.09,0.38,0.47,45.60,0.64,0.76,49.09,0.20,0.84,355.63,0.73,0.81,226.06,0.60,0.65,complementary,0.40429,6,"Rene_Magritte_120.jpg,Frida_Kahlo_80.jpg,Vincent_van_Gogh_605.jpg,Paul_Gauguin_260.jpg,Alfred_Sisley_139.jpg,Pierre-Auguste_Renoir_91.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_23.jpg,Unknown,Unknown,"#e0d7c5:0.21:(224, 215, 197)","#d3cab7:0.14:(211, 202, 183)","#eae2cc:0.13:(234, 226, 204)","#ede4d6:0.12:(237, 228, 214)","#c4bca7:0.12:(196, 188, 167)","#b4ab96:0.092:(180, 171, 150)","#d9d0b4:0.076:(217, 208, 180)","#a09882:0.068:(160, 152, 130)","#888069:0.04:(136, 128, 105)","#67604c:0.021:(103,  96,  76)",Y,40.00,0.12,0.88,40.71,0.13,0.83,44.00,0.13,0.92,36.52,0.10,0.93,43.45,0.15,0.77,42.00,0.17,0.71,45.41,0.17,0.85,44.00,0.19,0.63,44.52,0.23,0.53,44.44,0.26,0.40,NULL,0.14644,5,"Vincent_van_Gogh_148.jpg,Kazimir_Malevich_82.jpg,Edgar_Degas_228.jpg,Albrecht_Dürer_291.jpg,Vincent_van_Gogh_300.jpg,Paul_Klee_98.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_230.jpg,Weeping Tree in the Grass,Unknown,"#1b1614:0.18:( 27,  22,  20)","#27221f:0.13:( 39,  34,  31)","#49443e:0.11:( 73,  68,  62)","#37322e:0.11:( 55,  50,  46)","#5c5750:0.096:( 92,  87,  80)","#716b62:0.088:(113, 107,  98)","#878176:0.081:(135, 129, 118)","#9f988b:0.072:(159, 152, 139)","#bab09f:0.068:(186, 176, 159)","#d2c7b0:0.067:(210, 199, 176)",Y,17.14,0.26,0.11,22.50,0.21,0.15,32.73,0.15,0.29,26.67,0.16,0.22,35.00,0.13,0.36,36.00,0.13,0.44,38.82,0.13,0.53,39.00,0.13,0.62,37.78,0.15,0.73,40.59,0.16,0.82,NULL,0.17293000000000003,4,"Edouard_Manet_69.jpg,Titian_46.jpg,Peter_Paul_Rubens_107.jpg,Peter_Paul_Rubens_12.jpg,Henri_Rousseau_29.jpg,Kazimir_Malevich_114.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_235.jpg,The Road Menders,1889,"#cbbc7e:0.13:(203, 188, 126)","#a18543:0.12:(161, 133,  67)","#e3b346:0.11:(227, 179,  70)","#15120e:0.11:( 21,  18,  14)","#364028:0.1:( 54,  64,  40)","#8c8a76:0.097:(140, 138, 118)","#d4d2c0:0.086:(212, 210, 192)","#637742:0.086:( 99, 119,  66)","#cb7719:0.083:(203, 119,  25)","#684825:0.075:(104,  72,  37)",N,48.31,0.38,0.80,42.13,0.58,0.63,41.66,0.69,0.89,34.29,0.33,0.08,85.00,0.38,0.25,54.55,0.16,0.55,54.00,0.09,0.83,82.64,0.45,0.47,31.69,0.88,0.80,31.34,0.64,0.41,"warm,analogous",0.4522,4,"Vincent_van_Gogh_220.jpg,William_Turner_23.jpg,Pablo_Picasso_275.jpg,Vincent_van_Gogh_214.jpg,Leonardo_da_Vinci_95.jpg,Vincent_van_Gogh_60.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_237.jpg,Olive Orchard,1889,"#61737a:0.15:( 97, 115, 122)","#b0844f:0.12:(176, 132,  79)","#191f27:0.12:( 25,  31,  39)","#dfaf70:0.12:(223, 175, 112)","#8a9da0:0.098:(138, 157, 160)","#3e4c61:0.094:( 62,  76,  97)","#3e4745:0.094:( 62,  71,  69)","#766344:0.09:(118,  99,  68)","#b19a75:0.077:(177, 154, 117)","#d8ddcb:0.043:(216, 221, 203)",N,196.80,0.20,0.48,32.78,0.55,0.69,214.29,0.36,0.15,34.05,0.50,0.87,188.18,0.14,0.63,216.00,0.36,0.38,166.67,0.13,0.28,37.20,0.42,0.46,37.00,0.34,0.69,76.67,0.08,0.87,analogous,0.32639999999999997,4,"Paul_Gauguin_121.jpg,Pablo_Picasso_41.jpg,Paul_Klee_156.jpg,Andy_Warhol_47.jpg,Pierre-Auguste_Renoir_171.jpg,Paul_Gauguin_248.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_238.jpg,Haystacks near a Farm,1888,"#efe4d8:0.26:(239, 228, 216)","#e4d3c2:0.14:(228, 211, 194)","#ccb9a8:0.1:(204, 185, 168)","#b19e8c:0.096:(177, 158, 140)","#968271:0.092:(150, 130, 113)","#fcf2e3:0.089:(252, 242, 227)","#7a6756:0.083:(122, 103,  86)","#5d4b3a:0.067:( 93,  75,  58)","#3f2f20:0.05:( 63,  47,  32)","#1f1308:0.024:( 31,  19,   8)",Y,31.30,0.10,0.94,30.00,0.15,0.89,28.33,0.18,0.80,29.19,0.21,0.69,27.57,0.25,0.59,36.00,0.10,0.99,28.33,0.30,0.48,29.14,0.38,0.36,29.03,0.49,0.25,28.70,0.74,0.12,NULL,0.20968,2,"Edgar_Degas_634.jpg,Leonardo_da_Vinci_107.jpg,Paul_Gauguin_158.jpg,Amedeo_Modigliani_58.jpg,Leonardo_da_Vinci_66.jpg,Gustav_Klimt_105.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_245.jpg,Peasant Woman Against a Background of Wheat,1890,"#a9ae38:0.18:(169, 174,  56)","#e8e09d:0.15:(232, 224, 157)","#817f2e:0.14:(129, 127,  46)","#25191b:0.13:( 37,  25,  27)","#e2dc3e:0.12:(226, 220,  62)","#574823:0.074:( 87,  72,  35)","#40447d:0.072:( 64,  68, 125)","#d3982f:0.068:(211, 152,  47)","#809492:0.039:(128, 148, 146)","#af5123:0.036:(175,  81,  35)",N,62.54,0.68,0.68,53.60,0.32,0.91,58.55,0.64,0.51,350.00,0.32,0.15,57.80,0.73,0.89,42.69,0.60,0.34,236.07,0.49,0.49,38.41,0.78,0.83,174.00,0.14,0.58,19.71,0.80,0.69,"warm,analogous",0.5561800000000001,5,"Pablo_Picasso_98.jpg,Pablo_Picasso_67.jpg,Paul_Gauguin_135.jpg,Vincent_van_Gogh_98.jpg,Vincent_van_Gogh_79.jpg,Vincent_van_Gogh_94.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_246.jpg,Portrait of Père Tanguy,1887,"#46576e:0.18:( 70,  87, 110)","#6b8aa5:0.17:(107, 138, 165)","#2f302e:0.12:( 47,  48,  46)","#c7c2b3:0.1:(199, 194, 179)","#c5998c:0.08:(197, 153, 140)","#dca24d:0.077:(220, 162,  77)","#bdae6f:0.075:(189, 174, 111)","#78584d:0.075:(120,  88,  77)","#566449:0.069:( 86, 100,  73)","#c0644b:0.053:(192, 100,  75)",N,214.50,0.36,0.43,207.93,0.35,0.65,90.00,0.04,0.19,45.00,0.10,0.78,13.68,0.29,0.77,35.66,0.65,0.86,48.46,0.41,0.74,15.35,0.36,0.47,91.11,0.27,0.39,12.82,0.61,0.75,analogous,0.32106,3,"Pierre-Auguste_Renoir_316.jpg,Pablo_Picasso_313.jpg,Giotto_di_Bondone_110.jpg,Pablo_Picasso_114.jpg,Edgar_Degas_509.jpg,Gustav_Klimt_42.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_247.jpg,Arles: View from the Wheatfields,1888,"#f3f1f0:0.23:(243, 241, 240)","#dddcdb:0.17:(221, 220, 219)","#c4c4c3:0.11:(196, 196, 195)","#a7a7a6:0.083:(167, 167, 166)","#0a0a0a:0.078:( 10,  10,  10)","#8a8a89:0.075:(138, 138, 137)","#6d6d6d:0.07:(109, 109, 109)","#525252:0.064:( 82,  82,  82)","#383838:0.061:( 56,  56,  56)","#212121:0.059:( 33,  33,  33)",Y,20.00,0.01,0.95,30.00,0.01,0.87,60.00,0.01,0.77,60.00,0.01,0.65,0.00,0.00,0.04,60.00,0.01,0.54,0.00,0.00,0.43,0.00,0.00,0.32,0.00,0.00,0.22,0.00,0.00,0.13,NULL,0.00668,3,"Marc_Chagall_51.jpg,Marc_Chagall_143.jpg,Francisco_Goya_107.jpg,Kazimir_Malevich_83.jpg,Marc_Chagall_125.jpg,Francisco_Goya_269.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_249.jpg,Three Cicadas,1889,"#e4dede:0.34:(228, 222, 222)","#dad4d4:0.24:(218, 212, 212)","#eee8e8:0.18:(238, 232, 232)","#fefefd:0.14:(254, 254, 253)","#beb9b9:0.022:(190, 185, 185)","#0a0808:0.018:( 10,   8,   8)","#9c9797:0.017:(156, 151, 151)","#797474:0.015:(121, 116, 116)","#565251:0.012:( 86,  82,  81)","#312d2d:0.0097:( 49,  45,  45)",Y,0.00,0.03,0.89,0.00,0.03,0.85,0.00,0.03,0.93,60.00,0.00,1.00,0.00,0.03,0.75,0.00,0.20,0.04,0.00,0.03,0.61,0.00,0.04,0.47,12.00,0.06,0.34,0.00,0.08,0.19,NULL,0.029665999999999994,4,"Pablo_Picasso_303.jpg,Andy_Warhol_4.jpg,Amedeo_Modigliani_90.jpg,Camille_Pissarro_89.jpg,Salvador_Dali_49.jpg,Piet_Mondrian_46.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_252.jpg,Avenue of Poplars,1884,"#e9dfcf:0.22:(233, 223, 207)","#d8cbb7:0.16:(216, 203, 183)","#f8f3e9:0.1:(248, 243, 233)","#bbae9f:0.092:(187, 174, 159)","#9d8d82:0.082:(157, 141, 130)","#5f4f4d:0.082:( 95,  79,  77)","#7d6d65:0.081:(125, 109, 101)","#1f1217:0.065:( 31,  18,  23)","#3c2d37:0.056:( 60,  45,  55)","#43322c:0.055:( 67,  50,  44)",Y,36.92,0.11,0.91,36.36,0.15,0.85,40.00,0.06,0.97,32.14,0.15,0.73,24.44,0.17,0.62,6.67,0.19,0.37,20.00,0.19,0.49,336.92,0.42,0.12,320.00,0.25,0.24,15.65,0.34,0.26,NULL,0.17291,2,"Paul_Klee_22.jpg,Mikhail_Vrubel_163.jpg,Paul_Gauguin_218.jpg,Vasiliy_Kandinskiy_55.jpg,Albrecht_Dürer_233.jpg,Vincent_van_Gogh_531.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_258.jpg,Unknown,Unknown,"#0e0c09:0.33:( 14,  12,   9)","#1d1914:0.14:( 29,  25,  20)","#d9c6ac:0.11:(217, 198, 172)","#c4af95:0.073:(196, 175, 149)","#2c1c14:0.066:( 44,  28,  20)","#402e21:0.061:( 64,  46,  33)","#aa957e:0.061:(170, 149, 126)","#8d7a65:0.054:(141, 122, 101)","#725f4d:0.052:(114,  95,  77)","#584535:0.052:( 88,  69,  53)",Y,36.00,0.36,0.05,33.33,0.31,0.11,34.67,0.21,0.85,33.19,0.24,0.77,20.00,0.55,0.17,25.16,0.48,0.25,31.36,0.26,0.67,31.50,0.28,0.55,29.19,0.32,0.45,27.43,0.40,0.35,NULL,0.33682,3,"Rembrandt_160.jpg,El_Greco_86.jpg,Vincent_van_Gogh_712.jpg,Vincent_van_Gogh_475.jpg,Edgar_Degas_87.jpg,El_Greco_76.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_259.jpg,Four Men Cutting Wood,1882,"#68644b:0.21:(104, 100,  75)","#5d5b4b:0.21:( 93,  91,  75)","#79704d:0.12:(121, 112,  77)","#888464:0.11:(136, 132, 100)","#4b4a3b:0.094:( 75,  74,  59)","#7a7667:0.081:(122, 118, 103)","#a4956a:0.064:(164, 149, 106)","#9f9986:0.062:(159, 153, 134)","#beb88e:0.039:(190, 184, 142)","#e0dfcd:0.016:(224, 223, 205)",N,51.72,0.28,0.41,53.33,0.19,0.36,47.73,0.36,0.47,53.33,0.26,0.53,56.25,0.21,0.29,47.37,0.16,0.48,44.48,0.35,0.64,45.60,0.16,0.62,52.50,0.25,0.75,56.84,0.08,0.88,"warm,analogous",0.24655000000000002,4,"Francisco_Goya_270.jpg,Edgar_Degas_579.jpg,Edgar_Degas_429.jpg,Paul_Gauguin_35.jpg,Mikhail_Vrubel_42.jpg,Vincent_van_Gogh_517.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_263.jpg,N/A,,"#81532e:0.15:(129,  83,  46)","#494027:0.14:( 73,  64,  39)","#5f6434:0.14:( 95, 100,  52)","#bc8e4d:0.12:(188, 142,  77)","#c75b3e:0.11:(199,  91,  62)","#1d1913:0.092:( 29,  25,  19)","#b39276:0.087:(179, 146, 118)","#cbcac3:0.073:(203, 202, 195)","#e8d58b:0.055:(232, 213, 139)","#736d90:0.038:(115, 109, 144)",N,26.75,0.64,0.51,44.12,0.47,0.29,66.25,0.48,0.39,35.14,0.59,0.74,12.70,0.69,0.78,36.00,0.34,0.11,27.54,0.34,0.70,52.50,0.04,0.80,47.74,0.40,0.91,250.29,0.24,0.56,"warm,analogous",0.4706,5,"Hieronymus_Bosch_47.jpg,Hieronymus_Bosch_69.jpg,Diego_Velazquez_113.jpg,Paul_Gauguin_189.jpg,Hieronymus_Bosch_67.jpg,Rene_Magritte_50.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_265.jpg,"Still Life with Four Stone Bottles, Flask and White Cup",1884,"#251d14:0.27:( 37,  29,  20)","#382d20:0.17:( 56,  45,  32)","#4f3f29:0.1:( 79,  63,  41)","#86602b:0.094:(134,  96,  43)","#a07d3c:0.094:(160, 125,  60)","#674425:0.084:(103,  68,  37)","#745e33:0.063:(116,  94,  51)","#cb9745:0.059:(203, 151,  69)","#ad6f32:0.042:(173, 111,  50)","#e5c96e:0.023:(229, 201, 110)",N,31.76,0.46,0.15,32.50,0.43,0.22,34.74,0.48,0.31,34.95,0.68,0.53,39.00,0.63,0.63,28.18,0.64,0.40,39.69,0.56,0.45,36.72,0.66,0.80,29.76,0.71,0.68,45.88,0.52,0.90,warm,0.5381999999999999,2,"Andrei_Rublev_51.jpg,Hieronymus_Bosch_24.jpg,Hieronymus_Bosch_123.jpg,Titian_163.jpg,Pablo_Picasso_141.jpg,Henri_Matisse_111.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_267.jpg,Weaver Facing Left,Unknown,"#2a2a2a:0.15:( 42,  42,  42)","#3c3c3d:0.13:( 60,  60,  61)","#515151:0.11:( 81,  81,  81)","#adadad:0.097:(173, 173, 173)","#1b1b1b:0.095:( 27,  27,  27)","#676767:0.089:(103, 103, 103)","#969696:0.089:(150, 150, 150)","#c6c6c6:0.084:(198, 198, 198)","#e5e5e5:0.082:(229, 229, 229)","#7f7f7f:0.079:(127, 127, 127)",Y,0.00,0.00,0.16,240.00,0.02,0.24,0.00,0.00,0.32,0.00,0.00,0.68,0.00,0.00,0.11,0.00,0.00,0.40,0.00,0.00,0.59,0.00,0.00,0.78,0.00,0.00,0.90,0.00,0.00,0.50,NULL,0.0026000000000000003,3,"Amedeo_Modigliani_174.jpg,Rembrandt_32.jpg,Pierre-Auguste_Renoir_81.jpg,Peter_Paul_Rubens_123.jpg,Hieronymus_Bosch_106.jpg,Vasiliy_Kandinskiy_1.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_269.jpg,Willows at Sunset,1888,"#b06332:0.13:(176,  99,  50)","#f2c03e:0.13:(242, 192,  62)","#8d653c:0.12:(141, 101,  60)","#6e3527:0.11:(110,  53,  39)","#f4d86b:0.11:(244, 216, 107)","#ca8f45:0.11:(202, 143,  69)","#645346:0.082:(100,  83,  70)","#2d202b:0.081:( 45,  32,  43)","#c0a27a:0.064:(192, 162, 122)","#677b9f:0.057:(103, 123, 159)",N,23.33,0.72,0.69,43.33,0.74,0.95,30.37,0.57,0.55,11.83,0.65,0.43,47.74,0.56,0.96,33.38,0.66,0.79,26.00,0.30,0.39,309.23,0.29,0.18,34.29,0.36,0.75,218.57,0.35,0.62,"warm,analogous",0.5549799999999999,6,"Edgar_Degas_57.jpg,Edgar_Degas_571.jpg,Pierre-Auguste_Renoir_10.jpg,Edgar_Degas_116.jpg,Edgar_Degas_633.jpg,Piet_Mondrian_43.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_270.jpg,Sien Nursing Baby,1882,"#3f4342:0.19:( 63,  67,  66)","#494d4c:0.16:( 73,  77,  76)","#565958:0.13:( 86,  89,  88)","#353938:0.11:( 53,  57,  56)","#646866:0.1:(100, 104, 102)","#757875:0.082:(117, 120, 117)","#868986:0.075:(134, 137, 134)","#9a9c99:0.06:(154, 156, 153)","#cccdc8:0.052:(204, 205, 200)","#b2b4b0:0.044:(178, 180, 176)",Y,165.00,0.06,0.26,165.00,0.05,0.30,160.00,0.03,0.35,165.00,0.07,0.22,150.00,0.04,0.41,120.00,0.03,0.47,120.00,0.02,0.54,100.00,0.02,0.61,72.00,0.02,0.80,90.00,0.02,0.71,NULL,0.04208,4,"Edgar_Degas_678.jpg,Paul_Klee_152.jpg,Vincent_van_Gogh_681.jpg,Vincent_van_Gogh_646.jpg,Andy_Warhol_54.jpg,Jan_van_Eyck_32.jpg"
8,Vincent van Gogh,1853,1890,Post-Impressionism,Dutch,Vincent_van_Gogh_271.jpg,Le Moulin de la Galette,1886,"#d7eaee:0.22:(215, 234, 238)","#c0d2d6:0.16:(192, 210, 214)","#3f4645:0.094:( 63,  70,  69)","#1a2023:0.091:( 26,  32,  35)","#9a7f5f:0.088:(154, 127,  95)","#6e6555:0.088:(110, 101,  85)","#a67a3d:0.086:(166, 122,  61)","#855833:0.079:(133,  88,  51)","#5a4332:0.06:( 90,  67,  50)","#7f95a3:0.041:(127, 149, 163)",N,190.43,0.10,0.93,190.91,0.10,0.84,171.43,0.10,0.27,200.00,0.26,0.14,32.54,0.38,0.60,38.40,0.23,0.43,34.86,0.63,0.65,27.07,0.62,0.52,25.50,0.44,0.35,203.33,0.22,0.64,NULL,0.26332,2,"Vincent_van_Gogh_15.jpg,Pablo_Picasso_418.jpg,Claude_Monet_66.jpg,Paul_Gauguin_191.jpg,Camille_Pissarro_69.jpg,Marc_Chagall_162.jpg"
